timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-09-21T00:04:40,codecarbon,fc3a0fb3-31f4-440a-9c7d-d6666cb481f0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,108.70209274599983,0.0015218769399979852,1.4000438276327382e-05,42.5,3.7164214725955507,14.468791007995605,0.001282955601621529,0.0004134319974119999,0.0004367627806026088,0.002133150379636137,India,IND,telangana,,,Linux-7.0.0-31-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,24,Intel(R) Core(TM) Ultra 9 275HX,1,1 x NVIDIA GeForce RTX 5070 Laptop GPU,78.4583,17.3843,38.58344268798828,machine,N,1.0
