timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-09-20T16:37:57,codecarbon,240bd667-2978-49fb-902e-980d2e1bef5f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.009396686000400223,7.94613186492389e-08,8.456313070996997e-06,42.5,0.0,14.468785285949709,8.355634584328679e-08,0.0,2.782121536953796e-08,1.1137756121282475e-07,India,IND,telangana,,,Linux-7.0.0-31-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,24,Intel(R) Core(TM) Ultra 9 275HX,1,1 x NVIDIA GeForce RTX 5070 Laptop GPU,78.4583,17.3843,38.58342742919922,machine,N,1.0
