timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-09-20T16:07:51,codecarbon,4741de01-e375-443f-bba4-9c990da9eeb6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,106.7091339689996,0.0015544398335276283,1.4567073836239863e-05,42.5,9.972091902615396,14.468785285949709,0.0012596145379777644,0.0004903587256199996,0.00042881914324124383,0.0021787924068390075,India,IND,telangana,,,Linux-7.0.0-31-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,24,Intel(R) Core(TM) Ultra 9 275HX,1,1 x NVIDIA GeForce RTX 5070 Laptop GPU,78.4583,17.3843,38.58342742919922,machine,N,1.0
