timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-09-20T15:25:59,codecarbon,5b339b0e-2a80-4ea9-a148-d1fac93b060c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,275.71897677800007,0.0033072665645986123,1.1995063246087395e-05,42.5,3.61138681197261,14.468785285949709,0.0032542856866118255,0.0002735418855000001,0.0011078277443034247,0.00463565531641525,India,IND,telangana,,,Linux-7.0.0-31-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,24,Intel(R) Core(TM) Ultra 9 275HX,1,1 x NVIDIA GeForce RTX 5070 Laptop GPU,78.4583,17.3843,38.58342742919922,machine,N,1.0
